09/20/2022,18:38,STOLENV,300 BRIDGE ST NW-RAMP 
09/20/2022,18:37,STOPEASTERN, AVE SE / BEMIS ST SE
09/20/2022,18:31,PDBJOHN, BALL PARK DR NW / LAKE MICHIGAN DR NW
09/20/2022,18:30,PDPLAINFIELD, AVE NE / NORTON CT NE
09/20/2022,18:29,PDLEONARD, ST NE / PLYMOUTH AVE NE
09/20/2022,18:20,ALARM,500 LEONARD ST NW
09/20/2022,18:19,STOP,28TH ST SE / UNION AVE SE
9/20/2022,17:30,PIRUMSEY, ST SW / GODFREY AVE SW
9/20/2022,17:29,STOPBURTON, ST SE / COLLINS AVE SE
9/20/2022,17:18,PI,11TH ST NW / JENNETTE AVE NW
9/20/2022,17:11,SUICIDETH,1700 S DIVISION AVE
9/20/2022,17:07,ALARM,600 CENTURY AVE SW
9/20/2022,16:40,ALARM,1200 RANDOLPH AVE SW
9/20/2022,16:40,ASSIST,2400 EASTERN AVE SE
9/20/2022,16:33,DISO,100 OTTAWA AVE NW
9/20/2022,16:21,WELFARELEONARD, ST NE / UNION AVE NE
9/20/2022,16:20,PDHR,300 FULLER AVE NE
9/20/2022,16:14,ASSIST,200 JEFFERSON AVE SE
9/20/2022,16:04,WELFARE,2000 MAUMEE DR SE
9/20/2022,15:50,DOMA,0 ANN ST NE
9/20/2022,15:42,FIGHTBATES, ST SE / NELAND AVE SE
9/20/2022,15:19,ARSONINV,1000 MICHIGAN ST NE
9/20/2022,15:11,DISO,2000 EAST BELTLINE AVE NE
9/20/2022,15:09,DISOLEXINGTON, AVE NW / BRIDGE ST NW
9/20/2022,15:07,SUICIDETHIONIA, AVE SW / OAKES ST SW
9/20/2022,15:01,SUSPICIOUS,200 BROWN ST SE
9/20/2022,14:53,THREAT,2000 EAST BELTLINE AVE NE
9/20/2022,14:53,TRES,800 MARTIN LUTHER KING JR ST SE
9/20/2022,14:33,STALKING,2100 BUCHANAN AVE SW
9/20/2022,14:27,SUICIDETH,800 SHERMAN ST SE
9/20/2022,14:12,STOP,28TH ST SE / RIDGEMOOR DR SE
9/20/2022,14:08,SHOTS,800 BENSON AVE NE
9/20/2022,13:59,LOSTFOUND,1900 JEFFERSON AVE SE
9/20/2022,13:52,ASSIST,2300 KALAMAZOO AVE SE
9/20/2022,13:51,SUSPICIOUS,1100 TURNER AVE NW
9/20/2022,13:38,DOMA,800 DUNHAM ST SE
9/20/2022,13:36,ASSIST,3400 HALEH CIR SE
9/20/2022,13:14,PDLEONARD, ST NE / COIT AVE NE
9/20/2022,13:06,MISSING,1200 MAYFIELD AVE NE
9/20/2022,12:58,MISCBROWN, ST SE / HORTON AVE SE
9/20/2022,12:53,PDBEAST, BELTLINE OVER I-96
9/20/2022,12:53,SHOOTING,2100 S DIVISION AVE
